0,1,2,3,4,5
Date,"App
Version",Crash,"Crash per 1000
devices","ANR
","ANR per 1000
devices"
"Apr 10, 2022",v2.2.5,521,1.20,"20,640",47.69
"Apr 11, 2022",v2.2.5,518,1.18,"15,910",36.36
"Apr 12, 2022",v2.2.5,558,1.25,"14,810",33.20
"Apr 13, 2022",v2.2.5,502,1.11,"13,310",29.41
"Apr 14, 2022",v2.2.5,531,1.16,"12,856",28.07
"Apr 15, 2022",v2.2.5,498,1.08,"12,373",26.81
"Apr 16, 2022",v2.2.5,618,1.33,"12,571",27.00
"Apr 17, 2022",v2.2.5,631,1.35,"12,445",26.55
"Apr 18, 2022",v2.2.5,437,0.93,"11,769",25.12
"Apr 19, 2022",v2.2.5,509,1.11,"11,448",25.01
"Apr 20, 2022",v2.2.5,510,1.14,"10,464",23.40
"Apr 21, 2022",v2.2.5,432,0.98,"10,174",23.03
"Apr 22, 2022",v2.2.5,420,0.96,"9,138",20.91
"Apr 23, 2022",v2.2.5,391,0.90,"9,492",21.93
"Apr 24, 2022",v2.2.5,374,0.87,"9,137",21.23
"Apr 25, 2022",v2.2.5,392,0.91,"9,232",21.50
"Apr 26, 2022",v2.2.5,320,0.74,"8,493",19.65
"Apr 27, 2022",v2.2.5,423,0.97,"8,770",20.15
"Apr 28, 2022",v2.2.5,500,1.14,"9,059",20.73
"Apr 29, 2022",v2.2.5,465,1.06,"8,722",19.88
"Apr 30, 2022",v2.2.5,544,1.23,"9,581",21.64
"May 1, 2022",v2.2.5,600,1.36,"8,923",20.16
"May 2, 2022",v2.2.5,435,0.98,"8,687",19.66
"May 3, 2022",v2.2.5,499,1.13,"8,512",19.32
"May 4, 2022",v2.2.5,401,0.91,"8,410",18.99
"May 5, 2022",v2.2.5,463,1.04,"8,151",18.32
"May 6, 2022",v2.2.5,462,1.03,"8,167",18.28
"May 7, 2022",v2.2.5,596,1.33,"8,612",19.25
"May 8, 2022",v2.2.5,709,1.59,"8,075",18.06
"May 9, 2022",v2.2.5,524,1.17,"8,412",18.81
"May 10, 2022",v2.2.5,791,1.75,"8,474",18.77
"May 11, 2022",v2.2.5,717,1.57,"8,683",18.97
"May 12, 2022",v2.2.5,595,1.29,"8,668",18.85
"May 13, 2022",v2.2.5,899,1.94,"9,150",19.71
"May 14, 2022",v2.2.5,"1,027",2.20,"9,291",19.87
"May 15, 2022",v2.2.5,932,1.98,"8,517",18.06
"May 16, 2022",v2.2.5,489,1.04,"7,976",16.88
"May 17, 2022",v2.2.5,"1,015",2.15,"8,255",17.48
"May 18, 2022",v2.2.5,549,1.16,"8,300",17.60
"May 19, 2022",v2.2.5,491,1.04,"8,318",17.63
"May 20, 2022",v2.2.5,593,1.26,"8,728",18.48
"May 21, 2022",v2.2.5,547,1.16,"8,855",18.75
"May 22, 2022",v2.2.5,566,1.20,"8,431",17.83
"May 23, 2022",v2.2.5,524,1.12,"8,679",18.51
"May 24, 2022",v2.2.5,747,1.60,"8,480",18.14
"May 25, 2022",v2.2.5,562,1.21,"9,232",19.81
"May 26, 2022",v2.2.5,586,1.26,"8,801",18.98
"May 27, 2022",v2.2.5,665,1.44,"8,255",17.81
"May 28, 2022",v2.2.5,641,1.39,"9,018",19.52
"May 29, 2022",v2.2.5,475,1.03,"8,061",17.46
"May 30, 2022",v2.2.5,555,1.20,"8,716",18.89
"May 31, 2022",v2.2.5,"1,361",2.96,"8,753",19.02
"Jun 1, 2022",v2.2.5,441,0.96,"7,478",16.35
"Jun 2, 2022",v2.2.5,625,1.37,"7,948",17.38
"Jun 3, 2022",v2.2.5,681,1.60,"8,215",19.35
"Jun 4, 2022",v2.2.5,327,0.81,"7,349",18.15
"Jun 5, 2022",v2.2.5,397,1.02,"6,775",17.32
"Jun 6, 2022",v2.2.5,325,0.86,"7,149",18.94
"Jun 7, 2022",v2.2.5,411,1.12,"6,389",17.40
"Jun 8, 2022",v2.2.5,274,0.76,"6,140",17.08
"Jun 9, 2022",v3.0.1,259,1.18,"5,783",26.24
"Jun 10, 2022",v3.0.1,207,0.86,"6,721",27.88
"Jun 11, 2022",v3.0.1,283,1.11,"7,040",27.59
"Jun 12, 2022",v3.0.1,333,1.22,"7,114",26.16
"Jun 13, 2022",v3.0.1,313,1.09,"7,477",25.91
"Jun 14, 2022",v3.0.1,410,1.37,"8,370",28.02
"Jun 15, 2022",v3.0.1,361,1.16,"8,301",26.58
"Jun 16, 2022",v3.0.1,391,1.21,"9,048",28.00
"Jun 17, 2022",v3.0.1,507,1.47,"10,317",29.88
"Jun 18, 2022",v3.0.1,468,1.27,"11,267",30.61
"Jun 19, 2022",v3.0.1,352,0.91,"11,851",30.63
"Jun 20, 2022",v3.0.1,381,0.96,"12,191",30.58
"Jun 21, 2022",v3.0.1,413,1.00,"12,628",30.55
"Jun 22, 2022",v3.0.1,346,0.80,"12,222",28.30
"Jun 23, 2022",v3.0.1,546,1.22,"12,688",28.41
"Jun 24, 2022",v3.0.1,540,1.17,"14,071",30.49
"Jun 25, 2022",v3.0.1,601,1.27,"15,304",32.30
"Jun 26, 2022",v3.0.1,541,1.11,"15,265",31.40
"Jun 27, 2022",v3.0.1,621,1.25,"16,023",32.20
"Jun 28, 2022",v3.0.1,527,1.02,"11,677",22.52
"Jun 29, 2022",v3.0.1,"1,669",3.14,"15,808",29.76
"Jun 30, 2022",v3.0.1,446,0.83,"14,459",26.80
"Jul 1, 2022",v3.0.1,719,1.31,"16,000",29.10
"Jul 2, 2022",v3.0.1,612,1.10,"16,942",30.31
"Jul 3, 2022",v3.0.1,458,0.81,"16,234",28.63
"Jul 4, 2022",v3.0.1,730,1.27,"16,785",29.19
"Jul 5, 2022",v3.0.1,579,0.99,"16,253",27.81
"Jul 6, 2022",v3.0.1,599,1.01,"16,312",27.60
"Jul 7, 2022",v3.0.1,791,1.32,"16,801",28.06
"Jul 8, 2022",v3.0.1,649,1.08,"16,819",27.87
"Jul 9, 2022",v3.0.1,566,0.93,"17,737",29.10
"Jul 10, 2022",v3.0.1,581,0.95,"16,903",27.59
"Jul 11, 2022",v3.0.1,815,1.32,"17,397",28.12
"Jul 12, 2022",v3.0.1,489,0.78,"17,058",27.36
"Jul 13, 2022",v3.0.1,446,0.71,"15,769",25.10
"Jul 14, 2022",v3.0.1,496,0.78,"16,104",25.47
"Jul 15, 2022",v3.0.1,689,1.08,"16,323",25.66
"Jul 16, 2022",v3.0.1,525,0.82,"18,438",28.81
"Jul 17, 2022",v3.0.1,444,0.69,"15,692",24.38
"Jul 18, 2022",v3.0.1,490,0.76,"15,979",24.67
"Jul 19, 2022",v3.0.1,462,0.71,"15,188",23.33
"Jul 20, 2022",v3.0.1,462,0.71,"15,567",23.83
"Jul 21, 2022",v3.0.1,665,1.01,"15,590",23.70
"Jul 22, 2022",v3.0.1,530,0.80,"15,952",24.06
"Jul 23, 2022",v3.0.1,540,0.81,"16,848",25.25
"Jul 24, 2022",v3.0.1,789,1.18,"16,499",24.59
"Jul 25, 2022",v3.0.1,878,1.30,"16,657",24.73
"Jul 26, 2022",v3.0.1,565,0.84,"16,149",23.89
"Jul 27, 2022",v3.0.1,498,0.73,"16,385",24.13
"Jul 28, 2022",v3.0.1,811,1.19,"16,737",24.58
"Jul 29, 2022",v3.0.1,"1,063",1.56,"17,210",25.19
"Jul 30, 2022",v3.0.1,705,1.03,"17,682",25.81
"Jul 31, 2022",v3.0.1,566,0.83,"16,923",24.68
"Aug 1, 2022",v3.0.1,645,0.94,"18,341",26.69
"Aug 2, 2022",v3.0.1,979,1.42,"17,910",26.03
"Aug 3, 2022",v3.0.1,551,0.80,"16,566",24.05
"Aug 4, 2022",v3.0.1,466,0.70,"15,625",23.37
"Aug 5, 2022",v3.0.1,513,0.79,"15,174",23.45
"Aug 6, 2022",v3.0.1,542,0.86,"15,502",24.55
"Aug 7, 2022",v3.0.1,626,1.02,"14,097",22.96
"Aug 8, 2022",v3.0.1,720,1.20,"12,565",21.01
"Aug 9, 2022",v3.0.1,769,1.31,"13,224",22.54
"Aug 10, 2022",v3.0.1,622,1.08,"13,187",22.87
"Aug 11, 2022",v3.0.1,332,0.58,"13,163",23.09
"Aug 12, 2022",v3.0.1,459,0.81,"13,118",23.23
"Aug 13, 2022",v3.0.1,573,1.03,"13,683",24.50
"Aug 14, 2022",v3.0.1,338,0.61,"12,012",21.69
"Aug 15, 2022",v3.0.1,532,0.97,"12,582",22.91
"Aug 16, 2022",v3.0.1,365,0.67,"12,616",23.14
"Aug 17, 2022",v3.0.1,434,0.80,"11,735",21.69
"Aug 18, 2022",v3.0.1,267,0.52,"11,375",21.93
"Aug 19, 2022",v3.0.2,59,0.28,"5,543",25.82
"Aug 20, 2022",v3.0.2,87,0.37,"6,303",26.96
"Aug 21, 2022",v3.0.2,121,0.47,"6,258",24.44
"Aug 22, 2022",v3.0.2,125,0.45,"7,438",26.79
"Aug 23, 2022",v3.0.2,124,0.42,"8,130",27.65
"Aug 24, 2022",v3.0.2,169,0.55,"8,893",28.91
"Aug 25, 2022",v3.0.2,185,0.58,"9,137",28.71
"Aug 26, 2022",v3.0.2,205,0.62,"7,311",21.93
"Aug 27, 2022",v3.0.2,206,0.53,"11,300",28.82
"Aug 28, 2022",v3.0.2,253,0.59,"13,203",31.01
"Aug 29, 2022",v3.0.2,183,0.41,"13,885",30.86
"Aug 30, 2022",v3.0.2,275,0.59,"14,723",31.42
"Aug 31, 2022",v3.0.2,239,0.49,"16,417",33.63
"Sep 1, 2022",v3.0.2,366,0.73,"17,424",34.70
"Sep 2, 2022",v3.0.2,270,0.53,"17,282",33.60
"Sep 3, 2022",v3.0.2,269,0.51,"18,097",34.48
"Sep 4, 2022",v3.0.2,271,0.51,"16,828",31.50
"Sep 5, 2022",v3.0.2,368,0.68,"17,814",32.88
"Sep 6, 2022",v3.0.2,697,1.27,"17,959",32.70
"Sep 7, 2022",v3.0.2,"1,009",1.81,"17,235",30.98
"Sep 8, 2022",v3.0.2,525,0.93,"18,376",32.69
"Sep 9, 2022",v3.0.2,384,0.68,"18,264",32.14
"Sep 10, 2022",v3.0.2,203,0.35,"19,079",33.22
"Sep 11, 2022",v3.0.2,221,0.38,"17,776",30.61
"Sep 12, 2022",v3.0.2,261,0.45,"17,837",30.39
"Sep 13, 2022",v3.0.2,215,0.36,"17,845",29.96
"Sep 14, 2022",v3.0.2,324,0.54,"18,678",30.95
"Sep 15, 2022",v3.0.2,346,0.57,"19,807",32.37
"Sep 16, 2022",v3.0.2,354,0.57,"20,280",32.80
"Sep 17, 2022",v3.0.2,243,0.39,"21,079",33.78
"Sep 18, 2022",v3.0.2,"1,330",2.12,"20,504",32.64
"Sep 19, 2022",v3.0.2,868,1.37,"20,825",32.83
"Sep 20, 2022",v3.0.2,"1,660",2.61,"20,267",31.83
"Sep 21, 2022",v3.0.2,280,0.44,"21,072",33.04
"Sep 22, 2022",v3.0.2,348,0.54,"21,839",33.68
"Sep 23, 2022",v3.0.2,396,0.61,"20,521",31.62
"Sep 24, 2022",v3.0.2,362,0.55,"23,024",35.23
"Sep 25, 2022",v3.0.2,408,0.62,"22,819",34.64
"Sep 26, 2022",v3.0.2,314,0.47,"22,595",33.85
"Sep 27, 2022",v3.0.2,506,0.75,"22,135",32.92
"Sep 28, 2022",v3.0.2,959,1.42,"21,477",31.72
"Sep 29, 2022",v3.0.2,330,0.49,"21,790",32.02
"Sep 30, 2022",v3.0.2,352,0.52,"21,402",31.45
"Oct 1, 2022",v3.0.2,237,0.34,"23,107",33.48
"Oct 2, 2022",v3.0.2,255,0.37,"22,320",32.20
"Oct 3, 2022",v3.0.2,225,0.32,"21,556",30.94
"Oct 4, 2022",v3.0.2,276,0.40,"20,139",28.83
"Oct 5, 2022",v3.0.2,297,0.42,"21,211",30.13
"Oct 6, 2022",v3.0.2,"1,372",1.94,"21,710",30.64
"Oct 7, 2022",v3.0.2,316,0.44,"23,927",33.55
"Oct 8, 2022",v3.0.2,323,0.45,"23,761",33.10
"Oct 9, 2022",v3.0.2,351,0.49,"22,994",31.83
"Oct 10, 2022",v3.0.2,294,0.40,"23,483",32.27
"Oct 11, 2022",v3.0.2,375,0.51,"25,260",34.46
"Oct 12, 2022",v3.0.2,387,0.52,"25,903",35.09
"Oct 13, 2022",v3.0.2,504,0.68,"27,329",36.77
"Oct 14, 2022",v3.0.2,347,0.46,"26,247",35.11
"Oct 15, 2022",v3.0.2,347,0.46,"26,723",35.54
"Oct 16, 2022",v3.0.2,400,0.53,"26,489",35.03
"Oct 17, 2022",v3.0.2,"1,583",2.08,"27,355",36.00
"Oct 18, 2022",v3.0.2,368,0.49,"25,318",33.41
"Oct 19, 2022",v3.0.2,298,0.39,"25,341",32.92
"Oct 20, 2022",v3.0.2,393,0.51,"25,938",33.50
"Oct 21, 2022",v3.0.2,"2,311",2.97,"24,537",31.52
"Oct 22, 2022",v3.0.2,432,0.55,"26,718",34.20
"Oct 23, 2022",v3.0.2,339,0.43,"26,153",33.31
"Oct 24, 2022",v3.0.2,484,0.61,"26,658",33.76
"Oct 25, 2022",v3.0.2,433,0.55,"26,490",33.36
"Oct 26, 2022",v3.0.2,340,0.43,"27,241",34.20
"Oct 27, 2022",v3.0.2,494,0.62,"26,459",33.10
"Oct 28, 2022",v3.0.2,314,0.39,"25,395",31.65
"Oct 29, 2022",v3.0.2,436,0.54,"27,727",34.53
"Oct 30, 2022",v3.0.2,351,0.44,"26,907",33.40
"Oct 31, 2022",v3.0.2,427,0.53,"27,972",34.56
"Nov 1, 2022",v3.0.2,302,0.37,"26,442",32.52
"Nov 2, 2022",v3.0.2,324,0.40,"26,162",32.15
"Nov 3, 2022",v3.0.2,376,0.46,"24,440",30.10
"Nov 4, 2022",v3.0.2,285,0.35,"23,373",28.86
"Nov 5, 2022",v3.0.2,415,0.51,"27,373",33.85
"Nov 6, 2022",v3.0.2,497,0.62,"26,526",32.82
"Nov 7, 2022",v3.0.2,366,0.45,"26,244",32.48
"Nov 8, 2022",v3.0.2,371,0.46,"27,019",33.41
"Nov 9, 2022",v3.0.2,"6,082",7.53,"30,643",37.91
"Nov 10, 2022",v3.0.2,"11,287",13.98,"35,293",43.72
"Nov 11, 2022",v3.0.2,580,0.72,"29,310",36.35
"Nov 12, 2022",v3.0.2,595,0.74,"28,631",35.48
"Nov 13, 2022",v3.0.2,523,0.65,"27,575",34.16
"Nov 14, 2022",v3.0.2,514,0.63,"27,866",34.40
"Nov 15, 2022",v3.0.2,588,0.72,"27,484",33.81
"Nov 16, 2022",v3.0.2,577,0.71,"28,717",35.20
"Nov 17, 2022",v3.0.2,453,0.55,"26,255",32.03
"Nov 18, 2022",v3.0.2,383,0.47,"26,949",32.75
"Nov 19, 2022",v3.0.2,570,0.69,"23,541",28.52
"Nov 20, 2022",v3.0.2,636,0.77,"21,800",26.30
"Nov 21, 2022",v3.0.2,351,0.42,"26,486",31.82
"Nov 22, 2022",v3.0.2,584,0.70,"25,640",30.66
"Nov 23, 2022",v3.0.2,357,0.43,"25,828",30.73
"Nov 24, 2022",v3.0.2,472,0.56,"28,981",34.33
"Nov 25, 2022",v3.0.2,453,0.54,"36,250",42.84
"Nov 26, 2022",v3.0.2,597,0.71,"36,968",43.86
"Nov 27, 2022",v3.0.2,768,0.91,"35,056",41.45
"Nov 28, 2022",v3.0.2,319,0.38,"36,774",43.20
"Nov 29, 2022",v3.0.2,436,0.52,"34,979",41.91
"Nov 30, 2022",v3.0.2,656,0.80,"33,626",40.73
"Des 1, 2022",v3.0.2,346,0.42,"30,025",36.55
"Des 2, 2022",v3.0.2,431,0.53,"28,895",35.62
"Des 3, 2022",v3.0.2,669,0.83,"30,986",38.65
"Des 4, 2022",v3.0.2,255,0.32,"29,773",37.50
"Des 5, 2022",v3.0.2,270,0.35,"28,675",36.61
"Dec 6, 2022",v3.0.2,231,0.30,"23,207",29.90
"Dec 7, 2022",v3.0.2,216,0.28,"25,024",32.28
"Dec 8, 2022",v3.0.2,317,0.41,"26,015",33.53
"Dec 9, 2022",v3.0.2,247,0.32,"26,731",34.43
"Dec 10, 2022",v3.0.2,350,0.45,"27,190",35.05
"Dec 11, 2022",v3.0.2,749,0.96,"26,947",34.70
"Dec 12, 2022",v3.0.2,231,0.30,"25,938",33.55
"Dec 13, 2022",v3.0.2,283,0.37,"25,657",33.29
"Dec 14, 2022",v3.0.2,253,0.33,"26,759",34.79
"Dec 15, 2022",v3.0.2,346,0.45,"27,634",36.07
"Dec 16, 2022",v3.0.2,247,0.32,"27,073",35.49
"Dec 17, 2022",v3.0.2,201,0.26,"27,451",36.11
"Dec 18, 2022",v3.0.2,342,0.45,"27,084",35.72
"Dec 19, 2022",v3.0.2,318,0.42,"25,815",34.07
"Dec 20, 2022",v3.0.2,232,0.31,"26,843",35.72
"Dec 21, 2022",,,,,
"Dec 22, 2022",,,,,
"Dec 23, 2022",,,,,
