0,1,2,3,4,5
Date,"App
Version",Crash,"Crash per 1000
devices","ANR
","ANR per 1000
devices"
"Feb 10, 2021",v2.2.3,"3,087",5.77,183,0.34
"Feb 11, 2021",v2.2.3,"2,952",5.51,177,0.33
"Feb 12, 2021",v2.2.3,"3,048",5.68,208,0.39
"Feb 13, 2021",v2.2.3,"2,862",5.31,183,0.34
"Feb 14, 2021",v2.2.3,"2,832",5.25,148,0.27
"Feb 15, 2021",v2.2.3,"2,836",5.25,163,0.30
"Feb 16, 2021",v2.2.3,"2,796",5.16,195,0.36
"Feb 17, 2021",v2.2.3,"3,074",5.65,174,0.32
"Feb 18, 2021",v2.2.3,"3,128",5.74,205,0.38
"Feb 19, 2021",v2.2.3,"3,164",5.79,162,0.30
"Feb 20, 2021",v2.2.3,"3,190",5.82,158,0.29
"Feb 21, 2021",v2.2.3,"3,270",5.95,168,0.31
"Feb 22, 2021",v2.2.3,"2,632",4.79,187,0.34
"Feb 23, 2021",v2.2.3,"2,871",5.21,175,0.32
"Feb 24, 2021",v2.2.3,"3,005",5.42,176,0.32
"Feb 25, 2021",v2.2.3,"3,075",5.52,200,0.36
"Feb 26, 2021",v2.2.3,"2,975",5.33,164,0.29
"Feb 27, 2021",v2.2.3,"2,867",5.12,145,0.26
"Feb 28, 2021",v2.2.3,"3,070",5.47,160,0.29
"Mar 1, 2021",v2.2.3,"3,325",5.92,192,0.34
"Mar 2, 2021",v2.2.3,"2,880",5.12,244,0.43
"Mar 3, 2021",v2.2.3,"2,781",4.94,168,0.30
"Mar 4, 2021",v2.2.3,"2,831",5.03,172,0.31
"Mar 5, 2021",v2.2.3,"2,368",4.20,153,0.27
"Mar 6, 2021",v2.2.3,"2,316",4.11,185,0.33
"Mar 7, 2021",v2.2.3,"2,497",4.43,184,0.33
"Mar 8, 2021",v2.2.3,"2,734",4.85,168,0.30
"Mar 9, 2021",v2.2.3,"2,432",4.32,162,0.29
"Mar 10, 2021",v2.2.3,"2,776",4.92,181,0.32
"Mar 11, 2021",v2.2.3,"2,370",4.20,177,0.31
"Mar 12, 2021",v2.2.3,"2,616",4.62,160,0.28
"Mar 13, 2021",v2.2.3,"2,495",4.41,147,0.26
"Mar 14, 2021",v2.2.3,"2,118",3.75,139,0.25
"Mar 15, 2021",v2.2.3,"2,480",4.39,169,0.30
"Mar 16, 2021",v2.2.3,"2,536",4.48,171,0.30
"Mar 17, 2021",v2.2.3,"2,435",4.29,171,0.30
"Mar 18, 2021",v2.2.3,"2,687",4.73,194,0.34
"Mar 19, 2021",v2.2.3,"2,644",4.65,139,0.24
"Mar 20, 2021",v2.2.3,"2,613",4.59,190,0.33
"Mar 21, 2021",v2.2.3,"2,526",4.44,166,0.29
"Mar 22, 2021",v2.2.3,"4,181",7.36,167,0.29
"Mar 23, 2021",v2.2.3,"4,211",7.40,109,0.19
"Mar 24, 2021",v2.2.3,"2,930",5.14,97,0.17
"Mar 25, 2021",v2.2.3,"2,511",4.40,116,0.20
"Mar 26, 2021",v2.2.3,"2,095",3.67,97,0.17
"Mar 27, 2021",v2.2.3,"2,059",3.60,98,0.17
"Mar 28, 2021",v2.2.3,"1,837",3.22,67,0.12
"Mar 29, 2021",v2.2.3,"2,403",4.19,114,0.20
"Mar 30, 2021",v2.2.3,"3,268",5.68,206,0.36
"Mar 31, 2021",v2.2.3,"3,507",6.05,204,0.35
"Apr 1, 2021",v2.2.3,"3,583",6.15,242,0.42
"Apr 2, 2021",v2.2.3,"3,259",5.57,202,0.35
"Apr 3, 2021",v2.2.3,"2,893",4.93,191,0.33
"Apr 4, 2021",v2.2.3,"3,034",5.16,185,0.31
"Apr 5, 2021",v2.2.3,"3,396",5.74,199,0.34
"Apr 6, 2021",v2.2.3,"3,384",5.67,243,0.41
"Apr 7, 2021",v2.2.3,"3,194",5.33,221,0.37
"Apr 8, 2021",v2.2.3,"3,265",5.43,266,0.44
"Apr 9, 2021",v2.2.3,"3,123",5.16,226,0.37
"Apr 10, 2021",v2.2.3,"2,781",4.59,196,0.32
"Apr 11, 2021",v2.2.3,"3,204",5.26,191,0.31
"Apr 12, 2021",v2.2.3,"3,193",5.23,206,0.34
"Apr 13, 2021",v2.2.3,"3,238",5.27,250,0.41
"Apr 14, 2021",v2.2.3,"3,531",5.75,284,0.46
"Apr 15, 2021",v2.2.3,"3,693",5.97,268,0.43
"Apr 16, 2021",v2.2.3,"3,550",5.71,262,0.42
"Apr 17, 2021",v2.2.3,"3,521",5.64,195,0.31
"Apr 18, 2021",v2.2.3,"3,553",5.67,234,0.37
"Apr 19, 2021",v2.2.3,"3,475",5.52,281,0.45
"Apr 20, 2021",v2.2.3,"3,433",5.43,276,0.44
"Apr 21, 2021",v2.2.3,"3,236",5.11,264,0.42
"Apr 22, 2021",v2.2.3,"3,663",5.76,315,0.50
"Apr 23, 2021",v2.2.3,"3,348",5.25,249,0.39
"Apr 24, 2021",v2.2.3,"3,088",4.83,287,0.45
"Apr 25, 2021",v2.2.3,"2,949",4.61,259,0.41
"Apr 26, 2021",v2.2.3,"2,836",4.42,237,0.37
"Apr 27, 2021",v2.2.3,"2,654",4.13,245,0.38
"Apr 28, 2021",v2.2.3,"2,694",4.19,240,0.37
"Apr 29, 2021",v2.2.3,"2,512",3.91,264,0.41
"Apr 30, 2021",v2.2.3,"2,524",3.93,246,0.38
"May 1, 2021",v2.2.3,"2,799",4.37,276,0.43
"May 2, 2021",v2.2.3,"2,685",4.21,271,0.43
"May 3, 2021",v2.2.3,"2,723",4.27,275,0.43
"May 4, 2021",v2.2.3,"2,757",4.31,273,0.43
"May 5, 2021",v2.2.3,"2,973",4.64,256,0.40
"May 6, 2021",v2.2.3,"3,079",4.80,274,0.43
"May 7, 2021",v2.2.3,"3,100",4.83,272,0.42
"May 8, 2021",v2.2.3,"3,225",5.04,277,0.43
"May 9, 2021",v2.2.3,"2,689",4.20,265,0.41
"May 10, 2021",v2.2.3,"2,536",3.98,271,0.43
"May 11, 2021",v2.2.3,"2,322",3.65,264,0.42
"May 12, 2021",v2.2.3,"1,912",3.01,251,0.40
"May 13, 2021",v2.2.3,"1,685",2.67,241,0.38
"May 14, 2021",v2.2.3,"1,597",2.53,261,0.41
"May 15, 2021",v2.2.3,"1,842",2.92,280,0.44
"May 16, 2021",v2.2.3,"1,870",2.97,283,0.45
"May 17, 2021",v2.2.3,"2,050",3.25,312,0.49
"May 18, 2021",v2.2.3,"2,008",3.18,284,0.45
"May 19, 2021",v2.2.3,"2,017",3.19,258,0.41
"May 20, 2021",v2.2.3,"1,923",3.05,304,0.48
"May 21, 2021",v2.2.3,"2,015",3.19,306,0.48
"May 22, 2021",v2.2.3,"1,701",2.70,302,0.48
"May 23, 2021",v2.2.3,"1,846",2.93,281,0.45
"May 24, 2021",v2.2.3,"1,935",3.07,308,0.49
"May 25, 2021",v2.2.3,"2,222",3.52,321,0.51
"May 26, 2021",v2.2.3,"2,349",3.71,277,0.44
"May 27, 2021",v2.2.3,"2,441",3.85,313,0.49
"May 28, 2021",v2.2.3,"2,533",3.97,313,0.49
"May 29, 2021",v2.2.3,"2,488",3.90,305,0.48
"May 30, 2021",v2.2.3,"2,584",4.05,322,0.50
"May 31, 2021",v2.2.3,"2,823",4.41,327,0.51
"Jun 1, 2021",v2.2.3,"2,963",4.62,363,0.57
"Jun 2, 2021",v2.2.3,"2,909",4.54,363,0.57
"Jun 3, 2021",v2.2.3,"2,635",4.12,351,0.55
"Jun 4, 2021",v2.2.3,"2,701",4.23,384,0.60
"Jun 5, 2021",v2.2.3,"2,456",3.85,296,0.46
"Jun 6, 2021",v2.2.3,"2,408",3.78,342,0.54
"Jun 7, 2021",v2.2.3,"2,548",4.00,360,0.57
"Jun 8, 2021",v2.2.3,"2,910",4.57,394,0.62
"Jun 9, 2021",v2.2.3,"2,564",4.03,347,0.55
"Jun 10, 2021",v2.2.3,"2,387",3.76,351,0.55
"Jun 11, 2021",v2.2.3,"2,390",3.77,317,0.50
"Jun 12, 2021",v2.2.3,"2,738",4.30,293,0.46
"Jun 13, 2021",v2.2.3,"2,552",4.01,289,0.45
"Jun 14, 2021",v2.2.3,"2,429",3.82,315,0.50
"Jun 15, 2021",v2.2.3,"2,407",3.78,347,0.55
"Jun 16, 2021",v2.2.3,"2,335",3.67,279,0.44
"Jun 17, 2021",v2.2.3,"2,285",3.60,264,0.42
"Jun 18, 2021",v2.2.3,"3,078",4.85,347,0.55
"Jun 19, 2021",v2.2.3,"3,085",4.84,372,0.58
"Jun 20, 2021",v2.2.3,"3,108",4.86,338,0.53
"Jun 21, 2021",v2.2.3,"2,522",3.94,324,0.51
"Jun 22, 2021",v2.2.3,272,0.42,20,0.03
"Jun 23, 2021",v2.2.3,"1,606",2.49,195,0.30
"Jun 24, 2021",v2.2.3,"3,077",4.78,386,0.60
"Jun 25, 2021",v2.2.3,"3,041",4.72,364,0.57
"Jun 26, 2021",v2.2.3,"3,189",4.94,402,0.62
"Jun 27, 2021",v2.2.3,"2,866",4.43,361,0.56
"Jun 28, 2021",v2.2.3,"3,287",5.06,393,0.61
"Jun 29, 2021",v2.2.3,"3,176",4.87,385,0.59
"Jun 30, 2021",v2.2.3,"3,332",5.10,403,0.62
"Jul 1, 2021",v2.2.3,"3,299",5.05,452,0.69
"Jul 2, 2021",v2.2.3,"2,961",4.53,313,0.48
"Jul 3, 2021",v2.2.3,"3,222",4.92,365,0.56
"Jul 4, 2021",v2.2.3,"3,113",4.75,323,0.49
"Jul 5, 2021",v2.2.3,"3,465",5.29,353,0.54
"Jul 6, 2021",v2.2.3,"3,051",4.65,359,0.55
"Jul 7, 2021",v2.2.3,"2,833",4.31,398,0.61
"Jul 8, 2021",v2.2.3,"3,213",4.87,439,0.67
"Jul 9, 2021",v2.2.3,"3,313",5.01,411,0.62
"Jul 10, 2021",v2.2.3,"2,381",3.61,388,0.59
"Jul 11, 2021",v2.2.3,"2,298",3.50,412,0.63
"Jul 12, 2021",v2.2.3,"3,166",4.84,433,0.66
"Jul 13, 2021",v2.2.3,"2,406",3.68,413,0.63
"Jul 14, 2021",v2.2.3,"2,600",3.98,397,0.61
"Jul 15, 2021",v2.2.3,"2,639",4.04,417,0.64
"Jul 16, 2021",v2.2.3,"2,301",3.53,428,0.66
"Jul 17, 2021",v2.2.3,"2,019",3.10,384,0.59
"Jul 18, 2021",v2.2.3,"1,789",2.75,362,0.56
"Jul 19, 2021",v2.2.3,"2,064",3.17,417,0.64
"Jul 20, 2021",v2.2.3,"2,092",3.22,424,0.65
"Jul 21, 2021",v2.2.3,"2,081",3.20,363,0.56
"Jul 22, 2021",v2.2.3,"2,394",3.67,388,0.60
"Jul 23, 2021",v2.2.3,"2,798",4.28,405,0.62
"Jul 24, 2021",v2.2.3,"2,885",4.39,397,0.60
"Jul 25, 2021",v2.2.3,"3,034",4.59,371,0.56
"Jul 26, 2021",v2.2.3,"2,663",4.02,444,0.67
"Jul 27, 2021",v2.2.3,"3,303",4.96,461,0.69
"Jul 28, 2021",v2.2.3,"3,038",4.55,440,0.66
"Jul 29, 2021",v2.2.3,"2,640",3.94,471,0.70
"Jul 30, 2021",v2.2.3,"3,035",4.50,442,0.66
"Jul 31, 2021",v2.2.3,"3,159",4.66,458,0.68
"Aug 1, 2021",v2.2.3,"3,013",4.43,413,0.61
"Aug 2, 2021",v2.2.3,"2,618",3.85,427,0.63
"Aug 3, 2021",v2.2.3,"2,294",3.37,412,0.61
"Aug 4, 2021",v2.2.3,"3,226",4.72,565,0.83
"Aug 5, 2021",v2.2.3,"2,562",3.74,472,0.69
"Aug 6, 2021",v2.2.3,"2,725",3.96,465,0.68
"Aug 7, 2021",v2.2.3,"2,788",4.05,423,0.61
"Aug 8, 2021",v2.2.3,"2,639",3.83,424,0.62
"Aug 9, 2021",v2.2.3,"2,296",3.33,403,0.58
"Aug 10, 2021",v2.2.3,"2,680",3.87,514,0.74
"Aug 11, 2021",v2.2.3,"2,180",3.15,427,0.62
"Aug 12, 2021",v2.2.3,"2,087",3.01,499,0.72
"Aug 13, 2021",v2.2.3,"2,465",3.54,465,0.67
"Aug 14, 2021",v2.2.3,"2,511",3.59,438,0.63
"Aug 15, 2021",v2.2.3,"2,243",3.20,442,0.63
"Aug 16, 2021",v2.2.3,"3,714",5.28,477,0.68
"Aug 17, 2021",v2.2.3,"3,402",4.81,590,0.83
"Aug 18, 2021",v2.2.3,"2,882",4.05,478,0.67
"Aug 19, 2021",v2.2.3,"2,954",4.14,525,0.74
"Aug 20, 2021",v2.2.3,"2,437",3.40,503,0.70
"Aug 21, 2021",v2.2.3,"2,004",2.80,467,0.65
"Aug 22, 2021",v2.2.3,"2,206",3.07,405,0.56
"Aug 23, 2021",v2.2.3,"2,516",3.48,510,0.71
"Aug 24, 2021",v2.2.3,"2,502",3.46,498,0.69
"Aug 25, 2021",v2.2.3,"2,221",3.07,482,0.67
"Aug 26, 2021",v2.2.3,"2,369",3.26,484,0.67
"Aug 27, 2021",v2.2.3,"2,235",3.07,398,0.55
"Aug 28, 2021",v2.2.3,"2,307",3.16,469,0.64
"Aug 29, 2021",v2.2.3,"2,137",2.93,411,0.56
"Aug 30, 2021",v2.2.3,"2,052",2.81,492,0.67
"Aug 31, 2021",v2.2.3,"2,674",3.65,545,0.74
"Sep 1, 2021",v2.2.3,"3,499",4.79,617,0.84
"Sep 2, 2021",v2.2.3,"3,079",4.23,696,0.96
"Sep 3, 2021",v2.2.3,"2,359",3.24,669,0.92
"Sep 4, 2021",v2.2.3,"2,307",3.17,627,0.86
"Sep 5, 2021",v2.2.3,"2,616",3.59,585,0.80
"Sep 6, 2021",v2.2.3,"3,463",4.74,613,0.84
"Sep 7, 2021",v2.2.3,"3,025",4.15,591,0.81
"Sep 8, 2021",v2.2.3,"3,728",5.07,674,0.92
"Sep 9, 2021",v2.2.3,"2,406",3.28,623,0.85
"Sep 10, 2021",v2.2.3,"3,788",5.09,629,0.85
"Sep 11, 2021",v2.2.3,"2,859",3.83,563,0.75
"Sep 12, 2021",v2.2.3,"2,343",3.14,547,0.73
"Sep 13, 2021",v2.2.3,"3,219",4.29,602,0.80
"Sep 14, 2021",v2.2.3,"4,809",6.30,687,0.90
"Sep 15, 2021",v2.2.3,"3,567",4.64,689,0.90
"Sep 16, 2021",v2.2.3,"2,681",3.46,670,0.87
"Sep 17, 2021",v2.2.3,"3,492",4.50,699,0.90
"Sep 18, 2021",v2.2.3,"2,464",3.17,571,0.73
"Sep 19, 2021",v2.2.3,"2,143",2.76,618,0.80
"Sep 20, 2021",v2.2.3,"3,025",3.92,728,0.94
"Sep 21, 2021",v2.2.3,"2,551",3.30,594,0.77
"Sep 22, 2021",v2.2.3,"2,076",2.68,555,0.72
"Sep 23, 2021",v2.2.3,"2,189",2.84,648,0.84
"Sep 24, 2021",v2.2.3,"2,855",3.71,731,0.95
"Sep 25, 2021",v2.2.3,"2,091",2.72,597,0.78
"Sep 26, 2021",v2.2.3,"1,945",2.53,547,0.71
"Sep 27, 2021",v2.2.3,"2,109",2.75,592,0.77
"Sep 28, 2021",v2.2.3,"2,355",3.07,646,0.84
"Sep 29, 2021",v2.2.3,"2,752",3.56,702,0.91
"Sep 30, 2021",v2.2.3,"2,734",3.54,695,0.90
"Oct 1, 2021",v2.2.3,"4,775",6.10,796,1.02
"Oct 2, 2021",v2.2.3,"2,567",3.28,729,0.93
"Oct 3, 2021",v2.2.3,"2,419",3.08,632,0.81
"Oct 4, 2021",v2.2.3,"3,010",3.83,692,0.88
"Oct 5, 2021",v2.2.3,"2,716",3.45,684,0.87
"Oct 6, 2021",v2.2.3,"2,465",3.12,695,0.88
"Oct 7, 2021",v2.2.3,"2,744",3.47,658,0.83
"Oct 8, 2021",v2.2.3,"4,243",5.29,775,0.97
"Oct 9, 2021",v2.2.3,"4,023",4.98,726,0.90
"Oct 10, 2021",v2.2.3,"2,846",3.52,771,0.95
"Oct 11, 2021",v2.2.3,"4,194",5.13,885,1.08
"Oct 12, 2021",v2.2.3,"2,824",3.45,733,0.90
"Oct 13, 2021",v2.2.3,"2,926",3.57,742,0.90
"Oct 14, 2021",v2.2.3,"2,346",2.86,701,0.85
"Oct 15, 2021",v2.2.3,"2,932",3.57,672,0.82
"Oct 16, 2021",v2.2.3,"2,440",2.97,616,0.75
"Oct 17, 2021",v2.2.3,"2,082",2.53,572,0.70
"Oct 18, 2021",v2.2.3,"3,429",4.16,757,0.92
"Oct 19, 2021",v2.2.3,"2,448",2.96,624,0.76
"Oct 20, 2021",v2.2.3,"2,368",2.86,648,0.78
"Oct 21, 2021",v2.2.3,"2,223",2.69,529,0.64
"Oct 22, 2021",v2.2.3,"2,337",2.83,537,0.65
"Oct 23, 2021",v2.2.3,"2,490",3.01,576,0.70
"Oct 24, 2021",v2.2.3,"1,937",2.35,454,0.55
"Oct 25, 2021",v2.2.3,"2,259",2.74,561,0.68
"Oct 26, 2021",v2.2.3,"2,557",3.10,522,0.63
"Oct 27, 2021",v2.2.3,"2,215",2.68,565,0.68
"Oct 28, 2021",v2.2.3,"2,150",2.59,529,0.64
"Oct 29, 2021",v2.2.3,"2,414",2.92,596,0.72
"Oct 30, 2021",v2.2.3,"2,877",3.46,514,0.62
"Oct 31, 2021",v2.2.3,"2,831",3.41,601,0.72
"Nov 1, 2021",v2.2.3,"4,673",5.62,564,0.68
"Nov 2, 2021",v2.2.3,"2,964",3.56,553,0.66
"Nov 3, 2021",v2.2.3,"3,551",4.26,502,0.60
"Nov 4, 2021",v2.2.3,"2,996",3.59,544,0.65
"Nov 5, 2021",v2.2.3,"2,552",3.06,466,0.56
"Nov 6, 2021",v2.2.3,"2,421",2.91,562,0.68
"Nov 7, 2021",v2.2.3,"2,317",2.79,456,0.55
"Nov 8, 2021",v2.2.3,"2,233",2.69,463,0.56
"Nov 9, 2021",v2.2.3,"2,218",2.68,441,0.53
"Nov 10, 2021",v2.2.3,"1,929",2.33,422,0.51
"Nov 11, 2021",v2.2.3,"1,737",2.10,451,0.55
"Nov 12, 2021",v2.2.3,"2,558",3.09,491,0.59
"Nov 13, 2021",v2.2.3,"2,731",3.30,479,0.58
"Nov 14, 2021",v2.2.3,"2,541",3.07,491,0.59
"Nov 15, 2021",v2.2.3,"2,445",2.95,417,0.50
"Nov 16, 2021",v2.2.3,"2,862",3.44,489,0.59
"Nov 17, 2021",v2.2.3,"2,422",2.91,482,0.58
"Nov 18, 2021",v2.2.3,"2,170",2.60,473,0.57
"Nov 19, 2021",v2.2.3,"2,499",3.00,459,0.55
"Nov 20, 2021",v2.2.3,"2,828",3.39,505,0.61
"Nov 21, 2021",v2.2.3,"2,081",2.50,476,0.57
"Nov 22, 2021",v2.2.3,"3,024",3.61,523,0.63
"Nov 23, 2021",v2.2.3,"1,964",2.35,425,0.51
"Nov 24, 2021",v2.2.3,"1,777",2.13,440,0.53
"Nov 25, 2021",v2.2.3,"1,576",1.89,408,0.49
"Nov 26, 2021",v2.2.3,"2,383",2.86,470,0.56
"Nov 27, 2021",v2.2.3,"2,557",3.07,482,0.58
"Nov 28, 2021",v2.2.3,"1,794",2.16,387,0.47
"Nov 29, 2021",v2.2.3,"1,711",2.06,434,0.52
"Nov 30, 2021",v2.2.3,"2,373",2.86,524,0.63
"Dec 1, 2021",v2.2.3,"3,029",3.66,496,0.60
"Dec 2, 2021",v2.2.3,"1,721",2.09,412,0.50
"Dec 3, 2021",v2.2.3,"1,527",1.86,392,0.48
"Dec 4, 2021",v2.2.3,"1,676",2.05,434,0.53
"Dec 5, 2021",v2.2.3,"1,697",2.08,414,0.51
"Dec 6, 2021",v2.2.3,"2,321",2.84,440,0.54
"Dec 7, 2021",v2.2.3,"2,074",2.54,415,0.51
"Dec 8, 2021",v2.2.3,"1,986",2.43,361,0.44
"Dec 9, 2021",v2.2.3,"2,088",2.56,456,0.56
"Dec 10, 2021",v2.2.3,"2,002",2.46,397,0.49
"Dec 11, 2021",v2.2.3,"2,354",2.90,355,0.44
"Dec 12, 2021",v2.2.3,"1,909",2.36,355,0.44
"Dec 13, 2021",v2.2.3,"2,156",2.67,347,0.43
"Dec 14, 2021",v2.2.3,"2,392",2.97,375,0.47
"Dec 15, 2021",v2.2.3,"2,065",2.57,364,0.45
"Dec 16, 2021",v2.2.3,"2,274",2.84,384,0.48
"Dec 17, 2021",v2.2.3,"2,797",3.49,410,0.51
"Dec 18, 2021",v2.2.3,"2,439",3.05,366,0.46
"Dec 19, 2021",v2.2.3,"1,884",2.36,440,0.55
"Dec 20, 2021",v2.2.3,"2,242",2.81,392,0.49
"Dec 21, 2021",v2.2.3,"2,588",3.24,474,0.59
"Dec 22, 2021",v2.2.3,"2,342",2.93,379,0.47
"Dec 23, 2021",v2.2.3,"2,822",3.53,414,0.52
"Dec 24, 2021",v2.2.3,"2,629",3.29,464,0.58
"Dec 25, 2021",v2.2.3,"2,985",3.73,438,0.55
"Dec 26, 2021",v2.2.3,"3,090",3.85,424,0.53
"Dec 27, 2021",v2.2.3,"2,892",3.59,412,0.51
"Dec 28, 2021",v2.2.3,"3,032",3.75,437,0.54
"Dec 29, 2021",v2.2.3,"3,420",4.20,433,0.53
"Dec 30, 2021",v2.2.3,"4,256",5.19,560,0.68
"Dec 31, 2021",v2.2.3,"3,770",4.60,451,0.55
"Jan 1, 2022",v2.2.3,"2,625",3.21,348,0.43
"Jan 2, 2022",v2.2.3,"2,569",3.15,410,0.50
"Jan 3, 2022",v2.2.3,"2,556",3.15,353,0.44
"Jan 4, 2022",v2.2.3,"3,156",3.91,409,0.51
"Jan 5, 2022",v2.2.3,"2,500",3.11,360,0.45
"Jan 6, 2022",v2.2.3,"2,610",3.25,409,0.51
"Jan 7, 2022",v2.2.3,"3,532",4.40,382,0.48
"Jan 8, 2022",v2.2.3,"2,987",3.72,391,0.49
"Jan 9, 2022",v2.2.3,"2,207",2.75,357,0.44
"Jan 10, 2022",v2.2.3,"2,656",3.30,418,0.52
"Jan 11, 2022",v2.2.3,"2,651",3.29,410,0.51
"Jan 12, 2022",v2.2.3,"2,285",2.83,390,0.48
"Jan 13, 2022",v2.2.3,"2,646",3.31,416,0.52
"Jan 14, 2022",v2.2.3,"2,925",3.68,384,0.48
"Jan 15, 2022",v2.2.3,"3,500",4.41,468,0.59
"Jan 16, 2022",v2.2.3,"2,762",3.49,414,0.52
"Jan 17, 2022",v2.2.3,"2,777",3.52,484,0.61
"Jan 18, 2022",v2.2.3,"3,035",3.85,388,0.49
"Jan 19, 2022",v2.2.3,"3,416",4.32,443,0.56
"Jan 20, 2022",v2.2.3,"2,546",3.23,423,0.54
"Jan 21, 2022",v2.2.3,"2,734",3.46,366,0.46
"Jan 22, 2022",v2.2.3,"2,801",3.55,393,0.50
"Jan 23, 2022",v2.2.3,"2,317",2.94,384,0.49
"Jan 24, 2022",v2.2.3,"2,339",2.97,479,0.61
"Jan 25, 2022",v2.2.3,"2,958",3.77,421,0.54
"Jan 26, 2022",v2.2.3,"2,118",2.71,385,0.49
"Jan 27, 2022",v2.2.3,"2,515",3.21,415,0.53
"Jan 28, 2022",v2.2.3,"2,664",3.39,363,0.46
"Jan 29, 2022",v2.2.3,"2,766",3.50,460,0.58
"Jan 30, 2022",v2.2.3,"2,822",3.57,442,0.56
"Jan 31, 2022",v2.2.3,"3,638",4.60,490,0.62
"Feb 1, 2022",v2.2.3,"2,585",3.27,530,0.67
"Feb 2, 2022",v2.2.3,"2,929",3.70,424,0.54
"Feb 3, 2022",v2.2.3,"2,421",3.06,395,0.50
"Feb 4, 2022",v2.2.3,"2,432",3.08,417,0.53
"Feb 5, 2022",v2.2.3,"2,553",3.23,460,0.58
"Feb 6, 2022",v2.2.3,"2,189",2.77,384,0.49
"Feb 7, 2022",v2.2.3,"2,093",2.64,371,0.47
"Feb 8, 2022",v2.2.3,"2,073",2.62,377,0.48
"Feb 9, 2022",v2.2.3,"2,218",2.80,411,0.52
"Feb 10, 2022",v2.2.3,"1,688",2.14,390,0.50
"Feb 11, 2022",v2.2.3,"2,380",3.01,402,0.51
"Feb 12, 2022",v2.2.3,"2,150",2.72,391,0.50
"Feb 13, 2022",v2.2.3,"2,291",2.90,376,0.48
"Feb 14, 2022",v2.2.3,"1,947",2.53,333,0.43
"Feb 15, 2022",v2.2.3,"1,569",2.08,325,0.43
"Feb 16, 2022",v2.2.3,"1,531",2.06,325,0.44
"Feb 17, 2022",v2.2.3,"1,474",2.01,324,0.44
"Feb 18, 2022",v2.2.3,"1,690",2.33,286,0.39
"Feb 19, 2022",v2.2.3,"1,772",2.46,326,0.45
"Feb 20, 2022",v2.2.3,"1,544",2.16,402,0.56
"Feb 21, 2022",v2.2.3,"1,683",2.37,322,0.45
"Feb 22, 2022",v2.2.3,"1,509",2.14,331,0.47
"Feb 23, 2022",v2.2.3,"1,251",1.78,316,0.45
"Feb 24, 2022",v2.2.3,"1,663",2.38,320,0.46
"Feb 25, 2022",v2.2.3,"1,684",2.42,334,0.48
"Feb 26, 2022",v2.2.3,"1,599",2.30,332,0.48
"Feb 27, 2022",v2.2.3,"2,427",3.51,316,0.46
"Feb 28, 2022",v2.2.3,"3,068",4.44,355,0.51
"Mar 1, 2022",v2.2.3,"2,646",3.84,319,0.46
"Mar 2, 2022",v2.2.3,"2,760",4.02,290,0.42
"Mar 3, 2022",v2.2.3,"2,717",3.98,345,0.51
"Mar 4, 2022",v2.2.3,"2,671",3.92,305,0.45
"Mar 5, 2022",v2.2.3,"2,264",3.34,312,0.46
"Mar 6, 2022",v2.2.3,"1,881",2.78,254,0.38
"Mar 7, 2022",v2.2.3,"1,867",2.77,276,0.41
"Mar 8, 2022",v2.2.3,"1,592",2.37,309,0.46
"Mar 9, 2022",v2.2.3,"1,461",2.19,328,0.49
"Mar 10, 2022",v2.2.3,"1,213",1.83,306,0.46
"Mar 11, 2022",v2.2.3,"1,626",2.46,330,0.50
"Mar 12, 2022",v2.2.3,"1,469",2.23,323,0.49
"Mar 13, 2022",v2.2.3,"1,452",2.22,283,0.43
"Mar 14, 2022",v2.2.3,"1,621",2.48,271,0.42
"Mar 15, 2022",v2.2.3,"1,581",2.43,326,0.50
"Mar 16, 2022",v2.2.3,906,1.40,247,0.38
"Mar 17, 2022",v2.2.3,"1,265",1.96,258,0.40
"Mar 18, 2022",v2.2.3,"1,416",2.20,315,0.49
"Mar 19, 2022",v2.2.3,"1,598",2.49,321,0.50
"Mar 20, 2022",v2.2.3,"1,630",2.54,356,0.56
"Mar 21, 2022",v2.2.3,"1,997",3.12,359,0.56
"Mar 22, 2022",v2.2.3,"1,400",2.20,329,0.52
"Mar 23, 2022",v2.2.3,"1,060",1.71,303,0.49
"Mar 24, 2022",v2.2.3,"1,017",1.67,316,0.52
"Mar 25, 2022",v2.2.3,875,1.45,331,0.55
"Mar 26, 2022",v2.2.3,951,1.60,248,0.42
"Mar 27, 2022",v2.2.3,971,1.65,256,0.44
"Mar 28, 2022",v2.2.3,926,1.59,"2,117",3.63
"Mar 29, 2022",v2.2.3,841,1.46,"30,449",52.78
"Mar 30, 2022",v2.2.3,"1,178",2.06,"19,607",34.31
"Mar 31, 2022",v2.2.3,"1,837",3.24,"13,126",23.17
"Apr 1, 2022",v2.2.3,"1,494",2.66,"7,060",12.56
"Apr 2, 2022",v2.2.3,"1,688",3.02,"5,515",9.88
"Apr 3, 2022",v2.2.3,"1,505",2.72,"4,448",8.05
"Apr 4, 2022",v2.2.5,490,1.32,"40,555",109.44
"Apr 5, 2022",v2.2.5,563,1.45,"29,445",75.97
"Apr 6, 2022",v2.2.5,549,1.37,"19,410",48.38
"Apr 7, 2022",v2.2.5,"1,172",2.84,"16,451",39.90
"Apr 8, 2022",v2.2.5,558,1.33,"46,482",110.57
"Apr 9, 2022",v2.2.5,477,1.12,"30,959",72.56
